Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Priority,Shipping_Cost,Customer_Tenure,Marketing_Channel,Product_Rating,Return_Status,Payment_Method,Shipping_Delay,Profit_Margin,Discount_Reason
CA-2017-107293,05-09-17,06-09-17,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0,0.7228,Low,0.18,Returning,Ads,2,No,Upi,1,26,No Discount
CA-2017-117023,07-08-17,12-08-17,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,104.8,10,0,26.2,Medium,12.23,New,Email,5,No,Net Banking,5,25,No Discount
CA-2017-121048,14-07-17,18-07-17,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,140.97,3,0,19.7358,High,14.27,New,Email,1,No,Net Banking,4,14,No Discount
CA-2015-168746,27-01-15,29-01-15,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,4,0.4,-100.7944,Low,30.51,Returning,Ads,5,No,Upi,2,-23.33333333,Bulk Deal
CA-2017-119578,22-12-17,27-12-17,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0,50.8254,High,13.56,New,Social Media,3,No,Cash On Delivery,5,23,No Discount
CA-2015-100146,14-05-15,19-05-15,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,5,0.15,41.9965,Low,74.55,Returning,Referral,5,No,Net Banking,5,8.235294118,Promo
CA-2017-122196,22-09-17,24-09-17,First Class,CA-12265,Christina Anderson,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,0,113.6742,Medium,40.73,New,Ads,5,No,Cash On Delivery,2,29,No Discount
US-2014-134971,07-06-14,10-06-14,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,Medium,1.16,Returning,Direct,4,No,Net Banking,3,-165,Clearance
US-2015-109015,06-09-15,12-09-15,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0,2.0975,Critical,1.15,Returning,Social Media,5,No,Upi,6,25,No Discount
US-2017-116652,15-09-17,19-09-17,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,0,30.5088,High,9.29,Returning,Referral,2,No,Upi,4,28,No Discount
CA-2017-117667,04-12-17,09-12-17,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806,Medium,1.78,Returning,Referral,3,No,Net Banking,5,23.75,Promo
CA-2014-130155,19-05-14,22-05-14,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,23464,South,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,34.2,5,0,9.234,Low,4.33,Returning,Referral,5,No,Credit Card,3,27,No Discount
CA-2015-105627,08-03-15,12-03-15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,0,4.494,Medium,1.39,Returning,Social Media,5,No,Net Banking,4,30,No Discount
CA-2015-137526,13-01-15,17-01-15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024,Low,9.64,Returning,Direct,2,No,Credit Card,4,49,No Discount
CA-2017-167080,10-06-17,14-06-17,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,10011,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,5,0,4.2,Critical,0.82,Returning,Referral,3,No,Cash On Delivery,4,50,No Discount
CA-2016-161662,07-02-16,09-02-16,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232,Medium,4.26,New,Direct,2,No,Credit Card,2,35,Promo
US-2015-126753,16-08-15,20-08-15,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31.176,3,0.2,-5.4558,Critical,2.3,New,Direct,5,No,Cash On Delivery,4,-17.5,Promo
CA-2014-124247,16-12-14,21-12-14,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,70.196,Medium,74.04,Returning,Social Media,4,No,Credit Card,5,5,Promo
CA-2014-100867,19-10-14,24-10-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,6,0.2,20.097,Low,40.45,New,Direct,3,No,Credit Card,5,6.25,Promo
CA-2017-131618,17-06-17,20-06-17,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,4,0.8,-3.5712,Low,0.21,New,Direct,5,No,Credit Card,3,-155,Clearance
US-2015-163825,16-06-15,19-06-15,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,133.98,2,0,33.495,Medium,18.64,Returning,Ads,4,No,Net Banking,3,25,No Discount
CA-2017-135937,20-02-17,27-02-17,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,31.992,1,0.2,4.7988,High,2.25,New,Direct,4,No,Cash On Delivery,7,15,Promo
CA-2015-115938,26-06-15,30-06-15,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0,79.9056,Low,39.24,Returning,Direct,1,Yes,Net Banking,4,24,No Discount
CA-2017-142342,17-07-17,19-07-17,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0,High,0.93,New,Referral,3,No,Net Banking,2,0,No Discount
CA-2014-159338,25-06-14,28-06-14,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196,Critical,65.01,Returning,Ads,4,No,Upi,3,2.5,Promo
CA-2016-146143,14-12-16,19-12-16,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0,58.6872,Low,15.47,New,Referral,4,Yes,Net Banking,5,44,No Discount
CA-2017-166695,20-05-17,24-05-17,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61,Critical,25.23,Returning,Ads,2,No,Upi,4,11.25,Promo
CA-2017-126067,28-08-17,03-09-17,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,0,250.305,Low,122.87,Returning,Direct,4,No,Credit Card,6,22,No Discount
CA-2017-140627,23-12-17,27-12-17,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,12.264,7,0.2,1.0731,Medium,1.58,Returning,Email,5,No,Net Banking,4,8.75,Promo
CA-2017-154116,15-12-17,19-12-17,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Inglewood,California,90301,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,Low,20.34,New,Email,2,No,Net Banking,4,7.5,Promo
CA-2017-147354,09-03-17,13-03-17,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998,High,35.99,New,Referral,5,No,Credit Card,4,12.5,Promo
CA-2017-108035,29-11-17,03-12-17,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,2,0.2,48.796,Medium,24.68,Returning,Referral,4,No,Upi,4,12.5,Promo
CA-2016-128412,10-12-16,17-12-16,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238,Critical,10.44,Returning,Direct,4,No,Credit Card,7,33.75,Promo
CA-2017-145429,21-07-17,25-07-17,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Diego,California,92024,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,High,3.81,New,Ads,2,Yes,Cash On Delivery,4,35,Promo
CA-2017-121083,09-07-17,15-07-17,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,274.8,5,0,134.652,High,15.33,Returning,Social Media,2,No,Credit Card,6,49,No Discount
CA-2016-130946,08-04-16,12-04-16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,Low,127.32,New,Email,2,No,Net Banking,4,-170,Clearance
CA-2014-159184,14-09-14,19-09-14,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0,3.4368,High,0.41,Returning,Email,1,No,Net Banking,5,48,No Discount
CA-2016-119074,27-03-16,31-03-16,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0,15.9446,Critical,2.82,Returning,Social Media,4,No,Cash On Delivery,4,49,No Discount
CA-2017-116127,25-06-17,27-06-17,Second Class,SB-20185,Sarah Brown,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,400.784,1,0.2,-5.0098,Medium,21.31,New,Ads,3,No,Upi,2,-1.25,Promo
CA-2017-124296,24-12-17,28-12-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,3,0,239.985,Medium,32.11,Returning,Social Media,3,No,Upi,4,50,No Discount
CA-2016-136994,27-05-16,02-06-16,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13.38,2,0,6.1548,Medium,1.19,New,Referral,3,No,Credit Card,6,46,No Discount
CA-2017-143574,29-06-17,02-07-17,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0,185.2578,Medium,72.98,New,Ads,5,No,Upi,3,29,No Discount
CA-2017-102414,15-05-17,18-05-17,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,2,0.7,-3.168,Low,0.54,Returning,Referral,3,No,Net Banking,3,-66.66666667,Clearance
CA-2017-119004,23-11-17,28-11-17,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,Critical,11.01,Returning,Direct,3,No,Net Banking,5,23.75,Promo
CA-2016-166282,16-04-16,22-04-16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,0.2,8.3524,Medium,4.55,Returning,Ads,3,No,Credit Card,6,23.75,Promo
CA-2016-113516,08-09-16,10-09-16,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,Medium,6.68,Returning,Social Media,2,No,Upi,2,35,Promo
CA-2015-112130,03-05-15,07-05-15,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,6.5164,High,1.2,New,Direct,2,No,Net Banking,4,27.5,Promo
CA-2017-127474,03-02-17,07-02-17,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,5.184,1,0.2,1.8144,Critical,0.43,Returning,Direct,4,No,Credit Card,4,35,Promo
CA-2017-100615,20-04-17,24-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,Low,1.04,Returning,Email,4,No,Net Banking,4,22.5,Promo
CA-2017-132199,03-05-17,08-05-17,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.388,4,0.7,-17.592,High,2.02,Returning,Referral,3,No,Upi,5,-66.66666667,Clearance
CA-2015-146290,04-05-15,11-05-15,Standard Class,SV-20815,Stuart Van,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,125.93,7,0,35.2604,High,11.55,Returning,Direct,3,No,Net Banking,7,28,No Discount
CA-2017-111178,15-06-17,22-06-17,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115,Critical,2.77,Returning,Social Media,4,No,Credit Card,7,8.75,Promo
CA-2016-105781,16-02-16,20-02-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.5868,Low,4.71,New,Social Media,2,No,Net Banking,4,44,No Discount
CA-2016-110772,20-11-16,24-11-16,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966,Medium,16.53,New,Direct,3,No,Net Banking,4,21.25,Promo
CA-2014-101560,28-11-14,01-12-14,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7,0,40.4012,Medium,8.51,Returning,Direct,2,No,Cash On Delivery,3,47,No Discount
CA-2016-161669,07-11-16,09-11-16,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7,Low,3.82,New,Direct,5,No,Net Banking,2,31.25,Promo
CA-2017-141572,28-05-17,31-05-17,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,0,101.4504,Low,15.51,New,Ads,3,Yes,Credit Card,3,41,No Discount
CA-2016-144764,02-09-16,08-09-16,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1362.9,3,0.3,-19.47,Critical,82.95,Returning,Email,2.5,No,Net Banking,6,-1.428571429,Bulk Deal
CA-2016-100993,05-02-16,10-02-16,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,0,7.2177,Medium,0.76,Returning,Referral,4,No,Upi,5,49,No Discount
CA-2014-115791,16-01-14,18-01-14,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493,Critical,2.32,Returning,Social Media,5,No,Cash On Delivery,2,33.75,Promo
CA-2017-167395,02-12-17,04-12-17,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,0,80.3208,Critical,41.22,New,Email,3,No,Credit Card,2,28,No Discount
CA-2017-162978,04-05-17,09-05-17,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,20.6955,Low,20.94,New,Direct,5,No,Upi,5,11.25,Promo
CA-2017-102946,30-06-17,05-07-17,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,Medium,5.87,New,Referral,4,No,Cash On Delivery,5,33.75,Promo
CA-2015-129217,10-05-15,10-05-15,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,60505,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,36.784,2,0.2,3.6784,Low,2.29,Returning,Ads,4,No,Net Banking,0,10,Promo
CA-2015-107902,28-08-15,02-09-15,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",470.36,11,0,122.2936,High,31.8,New,Social Media,4,No,Upi,5,26,No Discount
CA-2015-149993,19-03-15,20-03-15,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,93534,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0,3.597,Critical,1.23,Returning,Direct,2,No,Upi,1,33,No Discount
CA-2016-119186,26-05-16,26-05-16,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,Low,49.25,New,Ads,3,Yes,Cash On Delivery,0,-22.85714286,Bulk Deal
CA-2017-121615,03-11-17,09-11-17,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,5,0,14.148,Critical,6.6,New,Referral,3,No,Cash On Delivery,6,27,No Discount
CA-2016-152457,12-09-16,18-09-16,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Roseville,Michigan,48066,Central,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,0,31.5192,High,7.17,Returning,Direct,5,No,Upi,6,46,No Discount
US-2016-156692,13-08-16,13-08-16,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158,Low,9.83,Returning,Ads,1,No,Credit Card,0,21,No Discount
CA-2016-168536,20-12-16,24-12-16,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,0,8.619,Low,5.87,Returning,Referral,4,No,Cash On Delivery,4,13,No Discount
CA-2014-132612,09-06-14,11-06-14,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0,245.021,Low,110.58,Returning,Social Media,4,No,Cash On Delivery,2,17,No Discount
CA-2017-100384,24-06-17,01-07-17,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,0,111.824,Critical,23.31,New,Ads,1,No,Credit Card,7,29,No Discount
CA-2017-118857,15-04-17,18-04-17,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722,Low,26.7,Returning,Direct,1,No,Credit Card,3,36,No Discount
US-2016-117387,27-10-16,31-10-16,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,67.136,4,0.2,25.176,Low,7.03,Returning,Ads,1,Yes,Upi,4,37.5,Promo
CA-2016-145548,11-11-16,16-11-16,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.48,Critical,5.06,Returning,Direct,5,No,Credit Card,5,18,No Discount
US-2014-117163,27-01-14,02-02-14,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252,Medium,4.03,Returning,Direct,2,No,Cash On Delivery,6,33,No Discount
CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476,Medium,30.92,Returning,Social Media,5,No,Credit Card,2,27,No Discount
CA-2017-160724,05-05-17,10-05-17,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525,Low,1.82,Returning,Email,4,No,Upi,5,45,No Discount
CA-2017-139199,09-12-17,13-12-17,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0,19.5238,High,2.38,New,Referral,4,No,Cash On Delivery,4,47,No Discount
CA-2015-110457,02-03-15,06-03-15,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813,Critical,94.02,Returning,Ads,2,No,Upi,4,21,No Discount
CA-2017-131233,14-04-17,19-04-17,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022,Critical,0.65,Returning,Ads,3,No,Net Banking,5,32.5,Promo
US-2016-150147,25-04-16,29-04-16,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,Critical,5.52,Returning,Ads,2,No,Upi,4,-25,Bulk Deal
CA-2017-140802,21-04-17,23-04-17,First Class,KN-16390,Katherine Nockton,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.976,3,0.2,8.3958,High,2.85,Returning,Social Media,3,No,Credit Card,2,17.5,Promo
CA-2017-157252,20-01-17,23-01-17,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,Critical,16.58,Returning,Direct,5,No,Cash On Delivery,3,1.111111111,Promo
CA-2015-143602,25-04-15,28-04-15,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,3,0.2,4.5318,Medium,1.15,Returning,Direct,5,No,Net Banking,3,32.5,Promo
CA-2014-120474,01-12-14,03-12-14,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0,673.8816,Low,199.6,Returning,Email,2,No,Credit Card,2,24,No Discount
CA-2017-149181,08-05-17,12-05-17,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568,Critical,5.9,New,Social Media,4,No,Credit Card,4,-4.285714286,Bulk Deal
US-2015-123960,11-06-15,16-06-15,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0,10.7892,Medium,3.81,Returning,Ads,1,No,Upi,5,37,No Discount
