"order_id","order_date","order_priority","ship_date","shipping_delay","ship_mode","shipping_cost","customer_id","customer_name","segment","customer_tenure","payment_method","country","state","city","postal_code","region","product_id","product_name","category","sub_category","product_rating","marketing_channel","quantity","return_status","discount","sales","profit","profit_margin","discount_reason"
"CA-2015-108532","2015-08-29","Medium","2015-09-02",4,"Standard Class","8.54","CC-12100","Chad Cunningham","Home Office","Returning","Cash on Delivery","United States","Michigan","Detroit","48234","Central","TEC-AC-10004510","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","3","Referral",7,"No","0","114.52","11.452","10","No Discount"
"CA-2017-141663","2017-04-13","High","2017-04-17",4,"Standard Class","3.2800000000000002","DP-13105","Dave Poirier","Corporate","Returning","Credit Card","United States","Pennsylvania","Philadelphia","19134","East","OFF-FA-10004076","Translucent Push Pins by OIC","Office Supplies","Fasteners","3","Email",5,"No","0.2","7.92","1.683","21.250000000000004","Promo"
"CA-2014-109127","2014-12-21","Critical","2014-12-25",4,"Standard Class","0.88","JC-15775","John Castell","Consumer","New","Credit Card","United States","Delaware","Newark","19711","East","OFF-LA-10004409","Avery 492","Office Supplies","Labels","5","Ads",6,"No","0","17.28","7.9488","46","No Discount"
"CA-2015-150714","2015-10-26","Critical","2015-11-01",6,"Standard Class","16.36","KH-16690","Kristen Hastings","Corporate","New","UPI","United States","Oregon","Springfield","97477","West","OFF-LA-10001474","Avery 477","Office Supplies","Labels","1","Email",6,"No","0.2","146.544","47.6268","32.5","Promo"
"CA-2017-157469","2017-12-02","Medium","2017-12-07",5,"Standard Class","1.93","ES-14080","Erin Smith","Corporate","Returning","Cash on Delivery","United States","Ohio","Lakewood","44107","East","OFF-AR-10001662","Rogers Handheld Barrel Pencil Sharpener","Office Supplies","Art","4","Referral",9,"No","0.2","19.728","1.7262","8.75","Promo"
"US-2014-164406","2014-08-15","High","2014-08-19",4,"Standard Class","3.56","BD-11605","Brian Dahlen","Consumer","Returning","Credit Card","United States","California","San Francisco","94122","West","OFF-BI-10003638","GBC Durable Plastic Covers","Office Supplies","Binders","3","Social Media",3,"No","0.2","46.44","15.093","32.5","Promo"
"CA-2015-169201","2015-09-28","High","2015-10-01",3,"First Class","5.5","HG-14965","Henry Goldwyn","Corporate","Returning","Credit Card","United States","California","San Francisco","94110","West","OFF-AP-10002082","Holmes HEPA Air Purifier","Office Supplies","Appliances","3","Email",2,"No","0","43.56","15.246","35","No Discount"
"CA-2014-140858","2014-06-28","Medium","2014-07-02",4,"Standard Class","28.1","CA-12775","Cynthia Arntzen","Consumer","New","Cash on Delivery","United States","Pennsylvania","Philadelphia","19140","East","OFF-PA-10003395","Xerox 1941","Office Supplies","Paper","4","Social Media",4,"No","0.2","335.52","117.432","35","Promo"
"CA-2017-137785","2017-05-13","Critical","2017-05-17",4,"Standard Class","24.92","MH-18115","Mick Hernandez","Home Office","New","Credit Card","United States","Pennsylvania","Philadelphia","19140","East","FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat","Furniture","Chairs","5","Social Media",5,"No","0.3","458.43","-124.431","-27.142857142857142","Bulk Deal"
"CA-2016-110982","2016-06-05","Critical","2016-06-07",2,"First Class","4.32","CK-12205","Chloris Kastensmidt","Consumer","New","Cash on Delivery","United States","California","Santa Clara","95051","West","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","Appliances","4","Social Media",4,"No","0","58.24","15.7248","27","No Discount"
"CA-2016-111682","2016-06-17","Critical","2016-06-18",1,"First Class","14.85","TB-21055","Ted Butterfield","Consumer","New","Net Banking","United States","New York","Troy","12180","East","OFF-ST-10000604","Home/Office Personal File Carts","Office Supplies","Storage","1","Ads",6,"No","0","208.56","52.14","25","No Discount"
"CA-2015-169299","2015-08-24","Low","2015-08-26",2,"First Class","0.89","DO-13435","Denny Ordway","Consumer","New","Cash on Delivery","United States","Oregon","Portland","97206","West","OFF-AR-10002053","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","Office Supplies","Art","1","Email",3,"No","0.2","7.152","0.7152","10","Promo"
"US-2017-114356","2017-08-20","Medium","2017-08-26",6,"Standard Class","4.51","TT-21460","Tonja Turnell","Home Office","Returning","Net Banking","United States","North Carolina","Charlotte","28205","South","TEC-PH-10003171","Plantronics Encore H101 Dual Earpieces Headset","Technology","Phones","4","Referral",1,"No","0.2","35.96","3.596","10","Promo"
"CA-2015-110877","2015-10-23","Critical","2015-10-26",3,"First Class","4.36","JE-15715","Joe Elijah","Consumer","New","Credit Card","United States","Texas","Houston","77041","Central","OFF-PA-10004621","Xerox 212","Office Supplies","Paper","2","Direct",7,"No","0.2","36.288","12.7008","35","Promo"
"CA-2014-111934","2014-05-05","Critical","2014-05-07",2,"First Class","3.61","GD-14590","Giulietta Dortch","Corporate","Returning","Net Banking","United States","Virginia","Arlington","22204","South","OFF-PA-10000474","Easy-staple paper","Office Supplies","Paper","4","Ads",1,"No","0","35.44","16.6568","47","No Discount"
"US-2016-116365","2016-01-03","Medium","2016-01-08",5,"Standard Class","1.99","CA-12310","Christine Abelman","Corporate","Returning","UPI","United States","Texas","San Antonio","78207","Central","TEC-AC-10002217","Imation Clip USB flash drive - 8 GB","Technology","Accessories","3","Social Media",2,"No","0.2","30.08","-5.264","-17.5","Promo"
"US-2017-108014","2017-11-19","Low","2017-11-25",6,"Standard Class","7.66","JH-15430","Jennifer Halladay","Consumer","Returning","Net Banking","United States","Ohio","Cleveland","44105","East","OFF-BI-10003984","Lock-Up Easel 'Spel-Binder'","Office Supplies","Binders","4","Social Media",7,"No","0.7","59.913","-45.9333","-76.66666666666667","Clearance"
"CA-2017-161774","2017-05-14","Medium","2017-05-15",1,"First Class","10.31","GT-14710","Greg Tran","Consumer","Returning","Cash on Delivery","United States","Texas","Houston","77041","Central","OFF-PA-10003134","Xerox 1937","Office Supplies","Paper","3","Email",2,"No","0.2","76.864","26.9024","35","Promo"
"CA-2014-150490","2014-08-05","Critical","2014-08-11",6,"Standard Class","2.09","SS-20590","Sonia Sunley","Consumer","Returning","UPI","United States","California","San Francisco","94122","West","OFF-ST-10000321","Akro Stacking Bins","Office Supplies","Storage","3","Ads",2,"No","0","15.78","0.6312","4","No Discount"
"CA-2017-161046","2017-03-05","High","2017-03-05",0,"Same Day","32.17","CB-12535","Claudia Bergmann","Corporate","Returning","Cash on Delivery","United States","Mississippi","Southaven","38671","South","OFF-AP-10000891","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","1","Social Media",2,"No","0","262.24","78.672","30","No Discount"
"CA-2014-159625","2014-11-23","Medium","2014-11-28",5,"Standard Class","2","SM-20005","Sally Matthias","Consumer","Returning","UPI","United States","Arizona","Scottsdale","85254","West","OFF-EN-10002621","Staple envelope","Office Supplies","Envelopes","5","Social Media",3,"No","0.2","23.472","8.802","37.49999999999999","Promo"
"US-2014-160444","2014-07-05","Medium","2014-07-05",0,"Same Day","2.42","DC-12850","Dan Campbell","Consumer","Returning","Net Banking","United States","Texas","Houston","77036","Central","OFF-ST-10001522","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Office Supplies","Storage","2.9846153846153847","Referral",3,"No","0.2","220.776","-44.1552","-20","Promo"
"CA-2017-100335","2017-09-07","High","2017-09-13",6,"Standard Class","6.92","NF-18595","Nicole Fjeld","Home Office","Returning","Cash on Delivery","United States","Illinois","Chicago","60610","Central","OFF-PA-10001685","Easy-staple paper","Office Supplies","Paper","3","Referral",9,"No","0.2","73.008","26.4654","36.25","Promo"
"CA-2014-138450","2014-10-18","Low","2014-10-22",4,"Standard Class","1.42","EH-13765","Edward Hooks","Corporate","Returning","Cash on Delivery","United States","Pennsylvania","Philadelphia","19134","East","OFF-PA-10003016","Adams ""While You Were Out"" Message Pads","Office Supplies","Paper","3","Referral",4,"No","0.2","10.048","3.14","31.25","Promo"
"CA-2015-162376","2015-11-22","Critical","2015-11-25",3,"Second Class","1.6","HD-14785","Harold Dahlen","Home Office","New","UPI","United States","Massachusetts","Cambridge","2138","East","OFF-AR-10003056","Newell 341","Office Supplies","Art","4","Direct",4,"No","0","17.12","4.9648","28.999999999999996","No Discount"
"CA-2015-151253","2015-04-22","High","2015-04-26",4,"Standard Class","9.24","AZ-10750","Annie Zypern","Consumer","Returning","Net Banking","United States","California","Los Angeles","90008","West","OFF-AR-10004691","Boston 1730 StandUp Electric Pencil Sharpener","Office Supplies","Art","3","Social Media",3,"No","0","64.14","16.6764","26","No Discount"
"CA-2015-124058","2015-11-20","Medium","2015-11-24",4,"Standard Class","8.19","LC-16885","Lena Creighton","Consumer","Returning","UPI","United States","California","Oakland","94601","West","TEC-PH-10004774","Gear Head AU3700S Headset","Technology","Phones","4","Referral",7,"No","0.2","72.744","-15.4581","-21.25","Promo"
"CA-2017-166142","2017-07-15","Low","2017-07-19",4,"Standard Class","19.76","MM-17260","Magdelene Morse","Consumer","Returning","Net Banking","United States","Delaware","Wilmington","19805","East","FUR-TA-10004607","Hon 2111 Invitation Series Straight Table","Furniture","Tables","4","Email",3,"No","0.3","310.443","-48.7839","-15.714285714285717","Bulk Deal"
"CA-2014-107454","2014-11-02","Medium","2014-11-06",4,"Standard Class","4.76","RD-19720","Roger Demir","Consumer","New","UPI","United States","New York","New York City","10024","East","OFF-LA-10001569","Avery 499","Office Supplies","Labels","5","Email",7,"No","0","34.86","16.0356","46","No Discount"
"CA-2015-111612","2015-11-28","Low","2015-12-02",4,"Standard Class","0.24","EB-14110","Eugene Barchas","Consumer","Returning","UPI","United States","Ohio","Columbus","43229","East","OFF-FA-10003021","Staples","Office Supplies","Fasteners","4","Referral",2,"No","0.2","3.008","0.564","18.749999999999996","Promo"
"CA-2014-116932","2014-07-21","Critical","2014-07-25",4,"Standard Class","24.92","ME-18010","Michelle Ellison","Corporate","New","UPI","United States","California","San Francisco","94122","West","FUR-TA-10004175","Hon 30"" x 60"" Table with Locking Drawer","Furniture","Tables","3","Direct",1,"No","0.2","272.848","27.2848","10","Promo"
"CA-2014-153850","2014-11-24","Low","2014-11-29",5,"Standard Class","4.45","TH-21100","Thea Hendricks","Consumer","New","Credit Card","United States","Ohio","Toledo","43615","East","FUR-FU-10002960","Eldon 200 Class Desk Accessories, Burgundy","Furniture","Furnishings","3","Social Media",7,"No","0.2","35.168","9.6712","27.500000000000004","Promo"
"US-2017-167920","2017-12-09","Medium","2017-12-12",3,"Second Class","19.05","JL-15835","John Lee","Consumer","Returning","UPI","United States","Kentucky","Richmond","40475","South","OFF-AP-10000159","Belkin F9M820V08 8 Outlet Surge","Office Supplies","Appliances","2","Direct",5,"No","0","214.9","62.321","28.999999999999996","No Discount"
"CA-2014-123127","2014-09-08","Critical","2014-09-12",4,"Standard Class","1.95","SP-20620","Stefania Perrino","Corporate","Returning","Credit Card","United States","New York","Long Beach","11561","East","OFF-AP-10001962","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies","Appliances","4","Email",2,"No","0","16.78","4.195","25","No Discount"
"CA-2016-149279","2016-04-24","High","2016-04-28",4,"Standard Class","0.46","CL-12700","Craig Leslie","Home Office","Returning","Net Banking","United States","Colorado","Colorado Springs","80906","West","OFF-BI-10004040","Wilson Jones Impact Binders","Office Supplies","Binders","4","Direct",2,"No","0.7","3.108","-2.1756","-70","Clearance"
"CA-2014-161634","2014-11-14","Medium","2014-11-20",6,"Standard Class","3.25","CC-12220","Chris Cortes","Consumer","New","Net Banking","United States","Virginia","Chesapeake","23320","South","OFF-PA-10002262","Xerox 192","Office Supplies","Paper","3","Referral",5,"No","0","32.4","15.552","48","No Discount"
"CA-2014-116757","2014-06-30","High","2014-07-04",4,"Standard Class","1.22","MS-17980","Michael Stewart","Corporate","Returning","UPI","United States","Texas","Houston","77095","Central","OFF-FA-10002815","Staples","Office Supplies","Fasteners","3","Social Media",6,"No","0.2","21.312","7.1928","33.75","Promo"
"CA-2015-135489","2015-09-19","Medium","2015-09-22",3,"Second Class","26.2","GW-14605","Giulietta Weimer","Consumer","Returning","Cash on Delivery","United States","New York","New York City","10024","East","TEC-PH-10000011","PureGear Roll-On Screen Protector","Technology","Phones","4","Referral",14,"No","0","279.86","134.3328","47.99999999999999","No Discount"
"US-2016-118780","2016-09-10","High","2016-09-14",4,"Second Class","3.56","PN-18775","Parhena Norris","Home Office","Returning","Net Banking","United States","New York","New York City","10011","East","OFF-ST-10000352","Acco Perma 2700 Stacking Storage Drawers","Office Supplies","Storage","4","Direct",2,"No","0","59.48","8.922","15.000000000000002","No Discount"
"US-2014-141257","2014-06-08","High","2014-06-14",6,"Standard Class","78.62","CS-11950","Carlos Soltero","Consumer","New","Net Banking","United States","Washington","Seattle","98115","West","FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","Furniture","Chairs","4","Social Media",3,"No","0.2","585.552","73.194","12.5","Promo"
"US-2015-118766","2015-10-15","Medium","2015-10-22",7,"Standard Class","0.55","LS-16975","Lindsay Shagiari","Home Office","Returning","UPI","United States","Texas","Dallas","75217","Central","OFF-EN-10001415","Staple envelope","Office Supplies","Envelopes","5","Ads",1,"No","0.2","4.464","1.674","37.49999999999999","Promo"
"CA-2014-103989","2014-03-19","High","2014-03-21",2,"First Class","1.95","MC-17605","Matt Connell","Corporate","Returning","Net Banking","United States","Florida","Lakeland","33801","South","OFF-BI-10001196","Avery Flip-Chart Easel Binder, Black","Office Supplies","Binders","4","Referral",5,"No","0.7","33.57","-25.737","-76.66666666666666","Clearance"
"CA-2016-144911","2016-11-27","Medium","2016-11-30",3,"First Class","14.33","RW-19630","Rob Williams","Corporate","Returning","UPI","United States","Kansas","Overland Park","66212","Central","OFF-BI-10000977","Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","3","Social Media",5,"No","0","152.0","69.92","46","No Discount"
"CA-2017-165099","2017-12-11","Critical","2017-12-13",2,"First Class","4.66","DK-13375","Dennis Kane","Consumer","New","Net Banking","United States","Texas","Abilene","79605","Central","OFF-AP-10001634","Hoover Commercial Lightweight Upright Vacuum","Office Supplies","Appliances","4","Ads",2,"No","0.8","1.392","-3.7584","-270","Clearance"
"CA-2017-136875","2017-12-03","Critical","2017-12-03",0,"Same Day","22.98","TC-21295","Toby Carlisle","Consumer","Returning","Cash on Delivery","United States","California","San Diego","92024","West","OFF-PA-10000357","Xerox 1888","Office Supplies","Paper","5","Ads",3,"No","0","166.44","79.8912","48","No Discount"
"CA-2015-112144","2015-06-28","Medium","2015-07-02",4,"Standard Class","0.71","CY-12745","Craig Yedwab","Corporate","New","Cash on Delivery","United States","Arizona","Gilbert","85234","West","OFF-LA-10000443","Avery 501","Office Supplies","Labels","4","Ads",2,"No","0.2","5.904","1.9926","33.75","Promo"
"CA-2017-143798","2017-12-10","Low","2017-12-12",2,"First Class","1.1","AW-10840","Anthony Witt","Consumer","Returning","UPI","United States","Pennsylvania","Philadelphia","19140","East","OFF-PA-10000788","Xerox 210","Office Supplies","Paper","5","Email",2,"No","0.2","10.368","3.6288","35","Promo"
"US-2016-131058","2016-12-27","Medium","2016-12-31",4,"Standard Class","1.56","EM-14140","Eugene Moren","Home Office","Returning","Credit Card","United States","California","Santa Ana","92704","West","OFF-LA-10001613","Avery File Folder Labels","Office Supplies","Labels","2.7777777777777777","Social Media",7,"No","0","20.16","9.8784","48.99999999999999","No Discount"
"US-2016-100720","2016-07-16","High","2016-07-21",5,"Standard Class","0.47","CK-12205","Chloris Kastensmidt","Consumer","Returning","UPI","United States","Pennsylvania","Philadelphia","19120","East","OFF-SU-10001574","Acme Value Line Scissors","Office Supplies","Supplies","5","Social Media",2,"No","0.2","5.84","0.73","12.5","Promo"
"CA-2015-143616","2015-09-27","Low","2015-09-29",2,"Second Class","9.93","SS-20140","Saphhira Shifley","Corporate","New","Cash on Delivery","United States","Washington","Seattle","98103","West","OFF-AR-10002067","Newell 334","Office Supplies","Art","2","Ads",5,"No","0","99.2","25.792","26","No Discount"
"CA-2016-118969","2016-10-02","High","2016-10-03",1,"First Class","3.99","LP-17095","Liz Preis","Consumer","New","Credit Card","United States","Arizona","Phoenix","85023","West","OFF-BI-10002429","Premier Elliptical Ring Binder, Black","Office Supplies","Binders","3","Referral",6,"No","0.7","54.792","-40.1808","-73.33333333333333","Clearance"
"CA-2014-157721","2014-09-02","Medium","2014-09-05",3,"First Class","2.42","JM-16195","Justin MacKendrick","Consumer","Returning","Net Banking","United States","New York","Watertown","13601","East","OFF-AP-10001303","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","Office Supplies","Appliances","5","Direct",1,"No","0","19.9","8.955","45","No Discount"
"CA-2016-164889","2016-06-03","Critical","2016-06-06",3,"Second Class","10.02","CP-12340","Christine Phan","Corporate","Returning","Credit Card","United States","California","Los Angeles","90049","West","FUR-TA-10001676","Hon 61000 Series Interactive Training Tables","Furniture","Tables","5","Email",2,"No","0.2","71.088","-1.7772","-2.5","Promo"
"US-2017-162208","2017-08-27","Medium","2017-08-30",3,"First Class","0.27","SP-20620","Stefania Perrino","Corporate","Returning","Net Banking","United States","Florida","Tampa","33614","South","OFF-EN-10004030","Convenience Packs of Business Envelopes","Office Supplies","Envelopes","4","Social Media",1,"No","0.2","2.896","0.9774","33.75","Promo"
"CA-2017-148474","2017-06-12","High","2017-06-19",7,"Standard Class","13.31","ME-17320","Maria Etezadi","Home Office","Returning","Credit Card","United States","Georgia","Columbus","31907","South","OFF-BI-10000977","Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","1","Direct",3,"No","0","91.2","41.952","46","No Discount"
"CA-2015-158918","2015-12-20","Critical","2015-12-25",5,"Second Class","1.31","AI-10855","Arianne Irving","Consumer","Returning","Credit Card","United States","California","Los Angeles","90036","West","OFF-PA-10004947","Easy-staple paper","Office Supplies","Paper","4","Direct",4,"No","0","17.12","7.704","44.99999999999999","No Discount"
"US-2015-164175","2015-04-30","Low","2015-05-05",5,"Standard Class","15.83","PS-18970","Paul Stevenson","Home Office","Returning","Credit Card","United States","Illinois","Chicago","60610","Central","FUR-CH-10001146","Global Value Mid-Back Manager's Chair, Gray","Furniture","Chairs","4","Ads",5,"No","0.3","213.115","-15.2225","-7.142857142857142","Bulk Deal"
"CA-2016-146934","2016-05-22","Low","2016-05-27",5,"Standard Class","38.18","AF-10870","Art Ferguson","Consumer","New","UPI","United States","New Jersey","Passaic","7055","East","TEC-PH-10001336","Digium D40 VoIP phone","Technology","Phones","5","Direct",2,"No","0","257.98","74.8142","28.999999999999996","No Discount"
"CA-2016-148684","2016-12-25","Medium","2016-12-29",4,"Standard Class","2.83","TS-21655","Trudy Schmidt","Consumer","Returning","Net Banking","United States","Arkansas","Fayetteville","72701","South","OFF-AR-10003811","Newell 327","Office Supplies","Art","1","Email",9,"No","0","19.89","5.3703","27","No Discount"
"US-2017-111423","2017-08-17","Critical","2017-08-19",2,"First Class","31.5","EH-13765","Edward Hooks","Corporate","Returning","Cash on Delivery","United States","New York","Watertown","13601","East","FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs","Furniture","Chairs","4","Social Media",2,"No","0.1","462.564","97.6524","21.11111111111111","Promo"
"CA-2015-120621","2015-03-21","Medium","2015-03-26",5,"Standard Class","1.64","JW-16075","Julia West","Consumer","New","Credit Card","United States","North Carolina","Jacksonville","28540","South","OFF-BI-10000948","GBC Laser Imprintable Binding System Covers, Desert Sand","Office Supplies","Binders","2","Referral",3,"No","0.7","12.843","-9.8463","-76.66666666666666","Clearance"
"CA-2015-166975","2015-11-26","Low","2015-11-30",4,"Standard Class","61.69","SH-20635","Stefanie Holloman","Corporate","Returning","Net Banking","United States","Tennessee","Jackson","38301","South","FUR-FU-10003930","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","Furnishings","1","Social Media",11,"No","0.2","692.472","190.4298","27.500000000000004","Promo"
"CA-2016-107104","2016-11-26","Critical","2016-11-30",4,"Standard Class","88.66","MS-17365","Maribeth Schnelling","Consumer","Returning","Cash on Delivery","United States","California","Los Angeles","90045","West","FUR-FU-10002937","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","Furniture","Furnishings","3.4242424242424243","Social Media",6,"No","0","595.38","297.69","50","No Discount"
"CA-2016-152289","2016-08-26","Critical","2016-08-28",2,"First Class","11.91","LC-16930","Linda Cazamias","Corporate","Returning","Net Banking","United States","Texas","Pasadena","77506","Central","TEC-AC-10004571","Logitech G700s Rechargeable Gaming Mouse","Technology","Accessories","3","Ads",2,"No","0.2","159.984","43.9956","27.500000000000004","Promo"
"CA-2017-149706","2017-12-11","Low","2017-12-12",1,"First Class","15.12","AS-10285","Alejandro Savely","Corporate","Returning","UPI","United States","Illinois","Palatine","60067","Central","TEC-AC-10001284","Enermax Briskie RF Wireless Keyboard and Mouse Combo","Technology","Accessories","2","Ads",7,"No","0.2","116.312","23.2624","20","Promo"
"US-2017-139647","2017-05-11","Low","2017-05-13",2,"First Class","27.68","TS-21370","Todd Sumrall","Corporate","Returning","Net Banking","United States","Arizona","Phoenix","85023","West","FUR-BO-10004467","Bestar Classic Bookcase","Furniture","Bookcases","5","Email",7,"No","0.7","209.979","-356.9643","-169.99999999999997","Clearance"
"CA-2014-122070","2014-04-22","Critical","2014-04-24",2,"Second Class","1.15","AH-10030","Aaron Hawkins","Corporate","New","UPI","United States","New York","Troy","12180","East","OFF-BI-10004970","ACCOHIDE 3-Ring Binder, Blue, 1""","Office Supplies","Binders","4","Referral",3,"No","0.2","9.912","3.3453","33.75","Promo"
"CA-2015-120362","2015-09-14","Low","2015-09-19",5,"Standard Class","59.77","CA-12265","Christina Anderson","Consumer","Returning","UPI","United States","Utah","Provo","84604","West","FUR-TA-10003008","Lesro Round Back Collection Coffee Table, End Table","Furniture","Tables","3","Ads",5,"No","0","912.75","118.6575","13","No Discount"
"US-2015-157154","2015-01-10","Critical","2015-01-15",5,"Standard Class","93.31","MM-17920","Michael Moore","Consumer","Returning","Cash on Delivery","United States","New York","New York City","10011","East","FUR-TA-10001889","Bush Advantage Collection Racetrack Conference Table","Furniture","Tables","4","Direct",4,"No","0.4","1018.104","-373.3048","-36.666666666666664","Bulk Deal"
"CA-2016-149671","2016-06-05","Critical","2016-06-09",4,"Standard Class","5.89","KB-16600","Ken Brennan","Corporate","Returning","Cash on Delivery","United States","Washington","Seattle","98105","West","OFF-SU-10002537","Acme Box Cutter Scissors","Office Supplies","Supplies","3","Email",6,"No","0","61.38","15.9588","26","No Discount"
"US-2014-152030","2014-12-26","Critical","2014-12-28",2,"Second Class","64.35","AD-10180","Alan Dominguez","Home Office","New","UPI","United States","Texas","Houston","77041","Central","FUR-CH-10004063","Global Deluxe High-Back Manager's Chair","Furniture","Chairs","3","Referral",3,"No","0.3","600.558","-8.5794","-1.4285714285714286","Bulk Deal"
"CA-2014-122217","2014-11-24","High","2014-11-29",5,"Standard Class","8.82","HP-14815","Harold Pawlan","Home Office","Returning","Credit Card","United States","Virginia","Virginia Beach","23464","South","FUR-FU-10002045","Executive Impressions 14""","Furniture","Furnishings","5","Social Media",5,"Yes","0","111.15","48.906","43.99999999999999","No Discount"
"US-2014-158638","2014-09-17","Medium","2014-09-21",4,"Standard Class","0.34","AG-10765","Anthony Garverick","Home Office","New","Cash on Delivery","United States","Pennsylvania","Philadelphia","19120","East","OFF-BI-10003712","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","Office Supplies","Binders","4","Ads",4,"No","0.7","5.892","-4.1244","-69.99999999999999","Clearance"
"CA-2016-124149","2016-04-23","Critical","2016-04-26",3,"First Class","9.28","MJ-17740","Max Jones","Consumer","Returning","Cash on Delivery","United States","Ohio","Lancaster","43130","East","OFF-PA-10002923","Xerox 1942","Office Supplies","Paper","2","Direct",2,"No","0.2","78.304","29.364","37.5","Promo"
"US-2017-106663","2017-06-09","Medium","2017-06-13",4,"Standard Class","3.34","MO-17800","Meg O'Connel","Home Office","New","Cash on Delivery","United States","Illinois","Chicago","60653","Central","FUR-FU-10002759","12-1/2 Diameter Round Wall Clock","Furniture","Furnishings","4","Ads",3,"No","0.6","23.976","-14.3856","-60","Clearance"
"CA-2014-138240","2014-10-09","Medium","2014-10-14",5,"Standard Class","11.38","SJ-20500","Shirley Jackson","Consumer","New","Credit Card","United States","California","San Francisco","94122","West","OFF-AR-10002135","Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies","Art","2","Social Media",3,"No","0","144.6","41.934","28.999999999999996","No Discount"
"CA-2014-162684","2014-08-01","Medium","2014-08-06",5,"Standard Class","0.85","AS-10630","Ann Steele","Home Office","New","Net Banking","United States","Pennsylvania","Philadelphia","19120","East","OFF-FA-10000992","Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies","Fasteners","3","Email",2,"No","0.2","5.68","1.917","33.75","Promo"
"CA-2015-166800","2015-11-19","Medium","2015-11-26",7,"Standard Class","2.46","AG-10300","Aleksandra Gannaway","Corporate","Returning","Cash on Delivery","United States","Nevada","Las Vegas","89115","West","OFF-AP-10004868","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies","Appliances","4","Direct",4,"No","0","31.08","8.3916","27","No Discount"
"CA-2017-148068","2017-09-18","High","2017-09-25",7,"Standard Class","0.57","MM-18280","Muhammed MacIntyre","Corporate","Returning","Credit Card","United States","New York","New York City","10035","East","FUR-FU-10002268","Ultra Door Push Plate","Furniture","Furnishings","1","Direct",2,"Yes","0","9.82","3.2406","33","No Discount"
"CA-2015-129098","2015-10-09","Medium","2015-10-13",4,"Standard Class","3.97","DK-13090","Dave Kipp","Consumer","Returning","UPI","United States","Virginia","Springfield","22153","South","OFF-ST-10001321","Decoflex Hanging Personal Folder File, Blue","Office Supplies","Storage","1","Referral",2,"No","0","30.84","8.3268","27","No Discount"
"CA-2016-147256","2016-10-17","Low","2016-10-21",4,"Second Class","164.24","FC-14245","Frank Carlisle","Home Office","Returning","Credit Card","United States","Missouri","Columbia","65203","Central","OFF-AP-10003057","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","Office Supplies","Appliances","3","Social Media",7,"No","0","1927.59","751.7601","39","No Discount"
"CA-2015-122371","2015-09-26","Critical","2015-10-01",5,"Standard Class","7.99","BS-11800","Bryan Spruell","Home Office","Returning","Cash on Delivery","United States","California","San Diego","92037","West","OFF-ST-10002370","Sortfiler Multipurpose Personal File Organizer, Black","Office Supplies","Storage","5","Ads",3,"No","0","64.17","18.6093","29.000000000000004","No Discount"
"CA-2016-114748","2016-10-09","Critical","2016-10-14",5,"Standard Class","23.25","MZ-17335","Maria Zettner","Home Office","Returning","Net Banking","United States","Arizona","Phoenix","85023","West","FUR-FU-10001488","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","Furniture","Furnishings","2","Direct",2,"No","0.2","169.568","0.0","0","Promo"
"CA-2015-109638","2015-12-15","Critical","2015-12-22",7,"Standard Class","8.74","JH-15985","Joseph Holt","Consumer","Returning","UPI","United States","Washington","Seattle","98115","West","OFF-AP-10002472","3M Office Air Cleaner","Office Supplies","Appliances","4","Direct",4,"No","0","103.92","36.372","35","No Discount"
"CA-2017-160514","2017-11-12","Medium","2017-11-16",4,"Standard Class","6.55","DB-13120","David Bremer","Corporate","Returning","Net Banking","United States","California","Santa Clara","95051","West","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies","Paper","5","Direct",2,"No","0","10.56","4.752","44.99999999999999","No Discount"
